hcpcs_code,modifier,status_code,work_rvu,non_facility_pe_rvu,facility_pe_rvu,malpractice_rvu,total_non_facility,total_facility,conversion_factor,rate_non_facility,rate_facility,rate_non_facility_adj,rate_facility_adj,locality_name,work_gpci,pe_gpci,mp_gpci
27386,,A,10.85,11.1,11.1,2.22,24.17,24.17,33.4009,807.3,807.3,768.0,768.0,SOUTH CAROLINA,1.0,0.924,0.85
27390,,A,5.39,6.16,6.16,1.05,12.6,12.6,33.4009,420.85,420.85,399.95,399.95,SOUTH CAROLINA,1.0,0.924,0.85
27391,,A,7.3,7.7,7.7,1.52,16.52,16.52,33.4009,551.78,551.78,524.62,524.62,SOUTH CAROLINA,1.0,0.924,0.85
27392,,A,9.39,8.78,8.78,2.0,20.17,20.17,33.4009,673.7,673.7,641.39,641.39,SOUTH CAROLINA,1.0,0.924,0.85
27393,,A,6.43,6.58,6.58,1.27,14.28,14.28,33.4009,476.96,476.96,453.9,453.9,SOUTH CAROLINA,1.0,0.924,0.85
27394,,A,8.57,8.15,8.15,1.82,18.54,18.54,33.4009,619.25,619.25,589.45,589.45,SOUTH CAROLINA,1.0,0.924,0.85
27395,,A,11.93,10.15,10.15,2.54,24.62,24.62,33.4009,822.33,822.33,783.84,783.84,SOUTH CAROLINA,1.0,0.924,0.85
27396,,A,7.95,7.98,7.98,1.69,17.62,17.62,33.4009,588.52,588.52,559.8,559.8,SOUTH CAROLINA,1.0,0.924,0.85
27397,,A,12.34,10.68,10.68,2.62,25.64,25.64,33.4009,856.4,856.4,816.16,816.16,SOUTH CAROLINA,1.0,0.924,0.85
27400,,A,9.1,8.69,8.69,1.94,19.73,19.73,33.4009,659.0,659.0,627.22,627.22,SOUTH CAROLINA,1.0,0.924,0.85
27403,,A,8.4,8.12,8.12,1.76,18.28,18.28,33.4009,610.57,610.57,581.14,581.14,SOUTH CAROLINA,1.0,0.924,0.85
27405,,A,8.85,8.43,8.43,1.8,19.08,19.08,33.4009,637.29,637.29,606.87,606.87,SOUTH CAROLINA,1.0,0.924,0.85
27407,,A,10.58,9.57,9.57,2.25,22.4,22.4,33.4009,748.18,748.18,712.61,712.61,SOUTH CAROLINA,1.0,0.924,0.85
27409,,A,13.37,10.61,10.61,2.85,26.83,26.83,33.4009,896.15,896.15,854.93,854.93,SOUTH CAROLINA,1.0,0.924,0.85
27412,,A,24.12,15.5,15.5,5.13,44.75,44.75,33.4009,1494.69,1494.69,1429.64,1429.64,SOUTH CAROLINA,1.0,0.924,0.85
27415,,A,19.5,14.03,14.03,4.15,37.68,37.68,33.4009,1258.55,1258.55,1202.14,1202.14,SOUTH CAROLINA,1.0,0.924,0.85
27416,,A,13.81,10.27,10.27,2.94,27.02,27.02,33.4009,902.49,902.49,861.69,861.69,SOUTH CAROLINA,1.0,0.924,0.85
27418,,A,11.31,9.28,9.28,2.26,22.85,22.85,33.4009,763.21,763.21,728.33,728.33,SOUTH CAROLINA,1.0,0.924,0.85
27420,,A,10.0,8.98,8.98,2.13,21.11,21.11,33.4009,705.09,705.09,671.63,671.63,SOUTH CAROLINA,1.0,0.924,0.85
27422,,A,9.95,8.89,8.89,2.08,20.92,20.92,33.4009,698.75,698.75,665.76,665.76,SOUTH CAROLINA,1.0,0.924,0.85
27424,,A,9.98,8.97,8.97,2.13,21.08,21.08,33.4009,704.09,704.09,670.65,670.65,SOUTH CAROLINA,1.0,0.924,0.85
27425,,A,5.26,6.89,6.89,1.11,13.26,13.26,33.4009,442.9,442.9,419.84,419.84,SOUTH CAROLINA,1.0,0.924,0.85
27427,,A,9.55,8.42,8.42,1.87,19.84,19.84,33.4009,662.67,662.67,631.93,631.93,SOUTH CAROLINA,1.0,0.924,0.85
27428,,A,15.19,12.73,12.73,3.23,31.15,31.15,33.4009,1040.44,1040.44,991.94,991.94,SOUTH CAROLINA,1.0,0.924,0.85
27429,,A,17.1,14.35,14.35,3.64,35.09,35.09,33.4009,1172.04,1172.04,1117.37,1117.37,SOUTH CAROLINA,1.0,0.924,0.85
27430,,A,9.91,8.92,8.92,2.1,20.93,20.93,33.4009,699.08,699.08,665.92,665.92,SOUTH CAROLINA,1.0,0.924,0.85
27435,,A,10.61,9.95,9.95,2.21,22.77,22.77,33.4009,760.54,760.54,724.21,724.21,SOUTH CAROLINA,1.0,0.924,0.85
27437,,A,8.71,8.16,8.16,1.84,18.71,18.71,33.4009,624.93,624.93,595.0,595.0,SOUTH CAROLINA,1.0,0.924,0.85
27438,,A,11.59,9.39,9.39,2.43,23.41,23.41,33.4009,781.92,781.92,745.9,745.9,SOUTH CAROLINA,1.0,0.924,0.85
27440,,A,10.81,9.21,9.21,2.31,22.33,22.33,33.4009,745.84,745.84,710.89,710.89,SOUTH CAROLINA,1.0,0.924,0.85
27441,,A,11.25,9.36,9.36,2.4,23.01,23.01,33.4009,768.55,768.55,732.77,732.77,SOUTH CAROLINA,1.0,0.924,0.85
27442,,A,12.06,9.51,9.51,2.53,24.1,24.1,33.4009,804.96,804.96,768.15,768.15,SOUTH CAROLINA,1.0,0.924,0.85
27443,,A,11.12,9.32,9.32,2.37,22.81,22.81,33.4009,761.87,761.87,726.34,726.34,SOUTH CAROLINA,1.0,0.924,0.85
27446,,A,16.7,11.13,11.13,3.53,31.36,31.36,33.4009,1047.45,1047.45,1001.51,1001.51,SOUTH CAROLINA,1.0,0.924,0.85
27447,,A,19.11,11.58,11.58,4.02,34.71,34.71,33.4009,1159.35,1159.35,1109.81,1109.81,SOUTH CAROLINA,1.0,0.924,0.85
27448,,A,11.31,9.11,9.11,2.41,22.83,22.83,33.4009,762.54,762.54,727.34,727.34,SOUTH CAROLINA,1.0,0.924,0.85
27450,,A,14.24,10.63,10.63,2.93,27.8,27.8,33.4009,928.55,928.55,886.88,886.88,SOUTH CAROLINA,1.0,0.924,0.85
27454,,A,18.69,12.7,12.7,3.98,35.37,35.37,33.4009,1181.39,1181.39,1129.21,1129.21,SOUTH CAROLINA,1.0,0.924,0.85
27455,,A,13.03,10.93,10.93,2.77,26.73,26.73,33.4009,892.81,892.81,851.18,851.18,SOUTH CAROLINA,1.0,0.924,0.85
27457,,A,13.68,9.76,9.76,2.91,26.35,26.35,33.4009,880.11,880.11,840.76,840.76,SOUTH CAROLINA,1.0,0.924,0.85
27458,,A,26.65,20.06,20.06,5.13,51.84,51.84,33.4009,1731.5,1731.5,1654.88,1654.88,SOUTH CAROLINA,1.0,0.924,0.85
27465,,A,20.6,13.74,13.74,4.39,38.73,38.73,33.4009,1293.62,1293.62,1236.74,1236.74,SOUTH CAROLINA,1.0,0.924,0.85
27466,,A,22.08,14.21,14.21,4.71,41.0,41.0,33.4009,1369.44,1369.44,1309.77,1309.77,SOUTH CAROLINA,1.0,0.924,0.85
27470,,A,16.71,12.23,12.23,3.55,32.49,32.49,33.4009,1085.2,1085.2,1036.36,1036.36,SOUTH CAROLINA,1.0,0.924,0.85
27472,,A,18.25,12.48,12.48,3.88,34.61,34.61,33.4009,1156.01,1156.01,1104.89,1104.89,SOUTH CAROLINA,1.0,0.924,0.85
27475,,A,8.71,8.22,8.22,1.85,18.78,18.78,33.4009,627.27,627.27,597.13,597.13,SOUTH CAROLINA,1.0,0.924,0.85
27477,,A,9.89,8.59,8.59,2.1,20.58,20.58,33.4009,687.39,687.39,655.06,655.06,SOUTH CAROLINA,1.0,0.924,0.85
27479,,A,12.83,9.87,9.87,2.73,25.43,25.43,33.4009,849.38,849.38,810.65,810.65,SOUTH CAROLINA,1.0,0.924,0.85
27485,,A,8.9,8.16,8.16,1.9,18.96,18.96,33.4009,633.28,633.28,603.05,603.05,SOUTH CAROLINA,1.0,0.924,0.85
27486,,A,20.59,13.23,13.23,4.35,38.17,38.17,33.4009,1274.91,1274.91,1219.53,1219.53,SOUTH CAROLINA,1.0,0.924,0.85
27487,,A,26.43,15.11,15.11,5.6,47.14,47.14,33.4009,1574.52,1574.52,1508.11,1508.11,SOUTH CAROLINA,1.0,0.924,0.85
27488,,A,17.16,12.14,12.14,3.63,32.93,32.93,33.4009,1099.89,1099.89,1050.89,1050.89,SOUTH CAROLINA,1.0,0.924,0.85
27495,,A,16.13,11.45,11.45,3.43,31.01,31.01,33.4009,1035.76,1035.76,989.51,989.51,SOUTH CAROLINA,1.0,0.924,0.85
27496,,A,6.61,7.89,7.89,1.4,15.9,15.9,33.4009,531.07,531.07,504.03,504.03,SOUTH CAROLINA,1.0,0.924,0.85
27497,,A,7.6,7.3,7.3,1.62,16.52,16.52,33.4009,551.78,551.78,525.14,525.14,SOUTH CAROLINA,1.0,0.924,0.85
27498,,A,8.44,8.48,8.48,1.79,18.71,18.71,33.4009,624.93,624.93,594.44,594.44,SOUTH CAROLINA,1.0,0.924,0.85
27499,,A,9.19,8.72,8.72,1.96,19.87,19.87,33.4009,663.68,663.68,631.72,631.72,SOUTH CAROLINA,1.0,0.924,0.85
27500,,A,6.14,9.75,6.47,1.31,17.2,13.92,33.4009,574.5,464.94,543.18,441.95,SOUTH CAROLINA,1.0,0.924,0.85
27501,,A,6.29,8.87,6.75,1.32,16.48,14.36,33.4009,550.45,479.64,521.32,455.89,SOUTH CAROLINA,1.0,0.924,0.85
27502,,A,11.08,8.93,8.93,2.52,22.53,22.53,33.4009,752.52,752.52,717.23,717.23,SOUTH CAROLINA,1.0,0.924,0.85
27503,,A,10.99,9.12,9.12,2.36,22.47,22.47,33.4009,750.52,750.52,715.54,715.54,SOUTH CAROLINA,1.0,0.924,0.85
27506,,A,19.16,13.43,13.43,4.03,36.62,36.62,33.4009,1223.14,1223.14,1168.86,1168.86,SOUTH CAROLINA,1.0,0.924,0.85
27507,,A,14.12,9.34,9.34,2.99,26.45,26.45,33.4009,883.45,883.45,844.76,844.76,SOUTH CAROLINA,1.0,0.924,0.85
27508,,A,6.05,10.08,7.3,1.28,17.41,14.63,33.4009,581.51,488.66,549.51,463.71,SOUTH CAROLINA,1.0,0.924,0.85
27509,,A,7.94,9.94,9.94,1.66,19.54,19.54,33.4009,652.65,652.65,619.1,619.1,SOUTH CAROLINA,1.0,0.924,0.85
27510,,A,9.56,8.45,8.45,2.13,20.14,20.14,33.4009,672.69,672.69,640.57,640.57,SOUTH CAROLINA,1.0,0.924,0.85
27511,,A,14.73,9.13,9.13,3.11,26.97,26.97,33.4009,900.82,900.82,862.06,862.06,SOUTH CAROLINA,1.0,0.924,0.85
27513,,A,18.77,10.41,10.41,3.96,33.14,33.14,33.4009,1106.91,1106.91,1060.64,1060.64,SOUTH CAROLINA,1.0,0.924,0.85
27514,,A,14.24,8.96,8.96,3.0,26.2,26.2,33.4009,875.1,875.1,837.33,837.33,SOUTH CAROLINA,1.0,0.924,0.85
27516,,A,5.45,10.54,7.68,1.17,17.16,14.3,33.4009,573.16,477.63,540.54,452.28,SOUTH CAROLINA,1.0,0.924,0.85
27517,,A,8.89,8.78,8.78,1.9,19.57,19.57,33.4009,653.66,653.66,621.85,621.85,SOUTH CAROLINA,1.0,0.924,0.85
27519,,A,12.92,8.61,8.61,2.75,24.28,24.28,33.4009,810.97,810.97,775.34,775.34,SOUTH CAROLINA,1.0,0.924,0.85
27520,,A,2.96,7.5,5.74,0.61,11.07,9.31,33.4009,369.75,310.96,347.65,293.34,SOUTH CAROLINA,1.0,0.924,0.85
27524,,A,10.11,8.89,8.89,2.11,21.11,21.11,33.4009,705.09,705.09,671.95,671.95,SOUTH CAROLINA,1.0,0.924,0.85
27530,,A,2.58,7.34,5.9,0.53,10.45,9.01,33.4009,349.04,300.94,327.75,283.31,SOUTH CAROLINA,1.0,0.924,0.85
27532,,A,7.36,11.43,7.74,1.54,20.33,16.64,33.4009,679.04,555.79,642.31,528.43,SOUTH CAROLINA,1.0,0.924,0.85
27535,,A,13.07,8.59,8.59,2.75,24.41,24.41,33.4009,815.32,815.32,779.73,779.73,SOUTH CAROLINA,1.0,0.924,0.85
27536,,A,16.96,12.1,12.1,3.6,32.66,32.66,33.4009,1090.87,1090.87,1042.12,1042.12,SOUTH CAROLINA,1.0,0.924,0.85
27538,,A,4.96,10.11,7.47,1.06,16.13,13.49,33.4009,538.76,450.58,507.78,426.31,SOUTH CAROLINA,1.0,0.924,0.85
27540,,A,11.02,9.48,9.48,2.33,22.83,22.83,33.4009,762.54,762.54,726.8,726.8,SOUTH CAROLINA,1.0,0.924,0.85
27550,,A,5.83,11.35,8.5,1.33,18.51,15.66,33.4009,618.25,523.06,582.78,494.82,SOUTH CAROLINA,1.0,0.924,0.85
27552,,A,7.98,8.49,8.49,1.68,18.15,18.15,33.4009,606.23,606.23,576.26,576.26,SOUTH CAROLINA,1.0,0.924,0.85
27556,,A,12.68,8.53,8.53,2.7,23.91,23.91,33.4009,798.62,798.62,763.44,763.44,SOUTH CAROLINA,1.0,0.924,0.85
27557,,A,15.5,9.43,9.43,3.31,28.24,28.24,33.4009,943.24,943.24,902.72,902.72,SOUTH CAROLINA,1.0,0.924,0.85
27558,,A,17.93,10.2,10.2,3.83,31.96,31.96,33.4009,1067.49,1067.49,1022.41,1022.41,SOUTH CAROLINA,1.0,0.924,0.85
27560,,A,3.89,9.17,7.12,0.91,13.97,11.92,33.4009,466.61,398.14,438.77,375.51,SOUTH CAROLINA,1.0,0.924,0.85
27562,,A,5.83,7.18,7.18,1.25,14.26,14.26,33.4009,476.3,476.3,451.81,451.81,SOUTH CAROLINA,1.0,0.924,0.85
27566,,A,12.39,9.73,9.73,2.63,24.75,24.75,33.4009,826.67,826.67,788.8,788.8,SOUTH CAROLINA,1.0,0.924,0.85
27570,,A,1.75,2.37,2.37,0.37,4.49,4.49,33.4009,149.97,149.97,142.1,142.1,SOUTH CAROLINA,1.0,0.924,0.85
27580,,A,20.57,15.63,15.63,4.36,40.56,40.56,33.4009,1354.74,1354.74,1293.22,1293.22,SOUTH CAROLINA,1.0,0.924,0.85
27590,,A,13.13,5.19,5.19,3.27,21.59,21.59,33.4009,721.13,721.13,691.57,691.57,SOUTH CAROLINA,1.0,0.924,0.85
27591,,A,13.59,10.12,10.12,2.91,26.62,26.62,33.4009,889.13,889.13,848.86,848.86,SOUTH CAROLINA,1.0,0.924,0.85
27592,,A,10.71,5.49,5.49,2.61,18.81,18.81,33.4009,628.27,628.27,601.26,601.26,SOUTH CAROLINA,1.0,0.924,0.85
27594,,A,7.11,5.53,5.53,1.67,14.31,14.31,33.4009,477.97,477.97,455.56,455.56,SOUTH CAROLINA,1.0,0.924,0.85
27596,,A,11.01,6.11,6.11,2.64,19.76,19.76,33.4009,660.0,660.0,631.26,631.26,SOUTH CAROLINA,1.0,0.924,0.85
27598,,A,10.94,5.71,5.71,2.67,19.32,19.32,33.4009,645.31,645.31,617.43,617.43,SOUTH CAROLINA,1.0,0.924,0.85
27600,,A,5.88,4.15,4.15,1.22,11.25,11.25,33.4009,375.76,375.76,359.11,359.11,SOUTH CAROLINA,1.0,0.924,0.85
27601,,A,5.9,5.5,5.5,1.12,12.52,12.52,33.4009,418.18,418.18,398.61,398.61,SOUTH CAROLINA,1.0,0.924,0.85
27602,,A,7.62,3.79,3.79,1.88,13.29,13.29,33.4009,443.9,443.9,424.86,424.86,SOUTH CAROLINA,1.0,0.924,0.85
27603,,A,5.1,10.29,5.1,0.92,16.31,11.12,33.4009,544.77,371.42,514.04,353.86,SOUTH CAROLINA,1.0,0.924,0.85
27604,,A,4.48,9.0,4.18,0.82,14.3,9.48,33.4009,477.63,316.64,450.68,301.92,SOUTH CAROLINA,1.0,0.924,0.85
27605,,A,2.85,6.96,2.06,0.28,10.09,5.19,33.4009,337.02,173.35,317.94,166.72,SOUTH CAROLINA,1.0,0.924,0.85
27606,,A,4.08,2.9,2.9,0.65,7.63,7.63,33.4009,254.85,254.85,244.23,244.23,SOUTH CAROLINA,1.0,0.924,0.85
27607,,A,8.4,6.93,6.93,1.65,16.98,16.98,33.4009,567.15,567.15,541.29,541.29,SOUTH CAROLINA,1.0,0.924,0.85
27610,,A,8.9,7.71,7.71,1.64,18.25,18.25,33.4009,609.57,609.57,581.78,581.78,SOUTH CAROLINA,1.0,0.924,0.85
27612,,A,7.95,7.01,7.01,1.25,16.21,16.21,33.4009,541.43,541.43,517.37,517.37,SOUTH CAROLINA,1.0,0.924,0.85
27613,,A,2.16,5.32,2.03,0.33,7.81,4.52,33.4009,260.86,150.97,245.7,144.17,SOUTH CAROLINA,1.0,0.924,0.85
27614,,A,5.66,11.69,5.15,0.92,18.27,11.73,33.4009,610.23,391.79,575.95,374.11,SOUTH CAROLINA,1.0,0.924,0.85
27615,,A,15.33,9.61,9.61,3.29,28.23,28.23,33.4009,942.91,942.91,902.03,902.03,SOUTH CAROLINA,1.0,0.924,0.85
27616,,A,19.14,11.38,11.38,4.17,34.69,34.69,33.4009,1158.68,1158.68,1108.9,1108.9,SOUTH CAROLINA,1.0,0.924,0.85
27618,,A,3.86,10.88,4.29,0.78,15.52,8.93,33.4009,518.38,298.27,486.86,283.47,SOUTH CAROLINA,1.0,0.924,0.85
27619,,A,6.74,5.19,5.19,1.13,13.06,13.06,33.4009,436.22,436.22,417.38,417.38,SOUTH CAROLINA,1.0,0.924,0.85
27620,,A,6.0,6.01,6.01,1.03,13.04,13.04,33.4009,435.55,435.55,415.13,415.13,SOUTH CAROLINA,1.0,0.924,0.85
27625,,A,8.28,6.79,6.79,1.34,16.41,16.41,33.4009,548.11,548.11,524.16,524.16,SOUTH CAROLINA,1.0,0.924,0.85
27626,,A,8.87,6.69,6.69,1.33,16.89,16.89,33.4009,564.14,564.14,540.5,540.5,SOUTH CAROLINA,1.0,0.924,0.85
27630,,A,4.82,11.44,4.84,0.72,16.98,10.38,33.4009,567.15,346.7,534.5,330.81,SOUTH CAROLINA,1.0,0.924,0.85
27632,,A,5.76,4.79,4.79,1.22,11.77,11.77,33.4009,393.13,393.13,374.86,374.86,SOUTH CAROLINA,1.0,0.924,0.85
27634,,A,9.88,6.86,6.86,1.92,18.66,18.66,33.4009,623.26,623.26,596.23,596.23,SOUTH CAROLINA,1.0,0.924,0.85
27635,,A,7.83,7.12,7.12,1.39,16.34,16.34,33.4009,545.77,545.77,520.73,520.73,SOUTH CAROLINA,1.0,0.924,0.85
27637,,A,10.05,9.14,9.14,2.0,21.19,21.19,33.4009,707.77,707.77,674.54,674.54,SOUTH CAROLINA,1.0,0.924,0.85
27638,,A,10.72,8.26,8.26,1.94,20.92,20.92,33.4009,698.75,698.75,668.06,668.06,SOUTH CAROLINA,1.0,0.924,0.85
27640,,A,11.93,8.9,8.9,2.18,23.01,23.01,33.4009,768.55,768.55,735.04,735.04,SOUTH CAROLINA,1.0,0.924,0.85
27641,,A,9.59,7.13,7.13,1.54,18.26,18.26,33.4009,609.9,609.9,584.09,584.09,SOUTH CAROLINA,1.0,0.924,0.85
27645,,A,26.53,15.41,15.41,5.64,47.58,47.58,33.4009,1589.21,1589.21,1521.84,1521.84,SOUTH CAROLINA,1.0,0.924,0.85
27646,,A,22.63,14.16,14.16,4.82,41.61,41.61,33.4009,1389.81,1389.81,1329.72,1329.72,SOUTH CAROLINA,1.0,0.924,0.85
27647,,A,19.75,5.73,5.73,1.68,27.16,27.16,33.4009,907.17,907.17,884.21,884.21,SOUTH CAROLINA,1.0,0.924,0.85
27648,,A,0.94,5.11,0.23,0.14,6.19,1.31,33.4009,206.75,43.76,193.08,42.47,SOUTH CAROLINA,1.0,0.924,0.85
27650,,A,8.98,8.26,8.26,1.45,18.69,18.69,33.4009,624.26,624.26,596.03,596.03,SOUTH CAROLINA,1.0,0.924,0.85
27652,,A,10.51,6.56,6.56,1.39,18.46,18.46,33.4009,616.58,616.58,592.96,592.96,SOUTH CAROLINA,1.0,0.924,0.85
27654,,A,10.27,8.35,8.35,1.62,20.24,20.24,33.4009,676.03,676.03,646.72,646.72,SOUTH CAROLINA,1.0,0.924,0.85
27656,,A,4.59,10.72,4.41,0.61,15.92,9.61,33.4009,531.74,320.98,501.47,306.73,SOUTH CAROLINA,1.0,0.924,0.85
27658,,A,4.99,4.94,4.94,0.76,10.69,10.69,33.4009,357.06,357.06,340.71,340.71,SOUTH CAROLINA,1.0,0.924,0.85
27659,,A,6.92,5.46,5.46,0.99,13.37,13.37,33.4009,446.57,446.57,427.75,427.75,SOUTH CAROLINA,1.0,0.924,0.85
27664,,A,4.61,4.98,4.98,0.71,10.3,10.3,33.4009,344.03,344.03,327.83,327.83,SOUTH CAROLINA,1.0,0.924,0.85
27665,,A,5.43,5.66,5.66,0.87,11.96,11.96,33.4009,399.47,399.47,380.75,380.75,SOUTH CAROLINA,1.0,0.924,0.85
27675,,A,7.17,5.81,5.81,1.07,14.05,14.05,33.4009,469.28,469.28,449.17,449.17,SOUTH CAROLINA,1.0,0.924,0.85
27676,,A,8.51,7.2,7.2,1.48,17.19,17.19,33.4009,574.16,574.16,548.47,548.47,SOUTH CAROLINA,1.0,0.924,0.85
27680,,A,5.73,5.54,5.54,0.96,12.23,12.23,33.4009,408.49,408.49,389.62,389.62,SOUTH CAROLINA,1.0,0.924,0.85
27681,,A,6.87,6.55,6.55,1.24,14.66,14.66,33.4009,489.66,489.66,466.82,466.82,SOUTH CAROLINA,1.0,0.924,0.85
27685,,A,6.52,12.97,5.84,0.92,20.41,13.28,33.4009,681.71,443.56,644.18,424.13,SOUTH CAROLINA,1.0,0.924,0.85
27686,,A,7.56,6.28,6.28,1.22,15.06,15.06,33.4009,503.02,503.02,480.96,480.96,SOUTH CAROLINA,1.0,0.924,0.85
27687,,A,6.25,5.77,5.77,0.98,13.0,13.0,33.4009,434.21,434.21,414.65,414.65,SOUTH CAROLINA,1.0,0.924,0.85
27690,,A,8.94,7.91,7.91,1.36,18.21,18.21,33.4009,608.23,608.23,581.34,581.34,SOUTH CAROLINA,1.0,0.924,0.85
27691,,A,10.23,9.04,9.04,1.76,21.03,21.03,33.4009,702.42,702.42,670.66,670.66,SOUTH CAROLINA,1.0,0.924,0.85
27692,,A,1.82,0.51,0.51,0.35,2.68,2.68,33.4009,89.51,89.51,86.47,86.47,SOUTH CAROLINA,1.0,0.924,0.85
27695,,A,6.53,6.34,6.34,1.07,13.94,13.94,33.4009,465.61,465.61,444.15,444.15,SOUTH CAROLINA,1.0,0.924,0.85
27696,,A,8.37,5.79,5.79,1.12,15.28,15.28,33.4009,510.37,510.37,490.06,490.06,SOUTH CAROLINA,1.0,0.924,0.85
27698,,A,9.37,7.0,7.0,1.5,17.87,17.87,33.4009,596.87,596.87,571.59,571.59,SOUTH CAROLINA,1.0,0.924,0.85
27700,,A,9.42,8.62,8.62,2.0,20.04,20.04,33.4009,669.35,669.35,637.45,637.45,SOUTH CAROLINA,1.0,0.924,0.85
27702,,A,14.06,9.8,9.8,2.64,26.5,26.5,33.4009,885.12,885.12,847.02,847.02,SOUTH CAROLINA,1.0,0.924,0.85
27703,,A,16.52,10.82,10.82,3.13,30.47,30.47,33.4009,1017.73,1017.73,974.58,974.58,SOUTH CAROLINA,1.0,0.924,0.85
27704,,A,7.61,6.93,6.93,1.31,15.85,15.85,33.4009,529.4,529.4,505.25,505.25,SOUTH CAROLINA,1.0,0.924,0.85
27705,,A,10.59,8.19,8.19,1.96,20.74,20.74,33.4009,692.73,692.73,662.12,662.12,SOUTH CAROLINA,1.0,0.924,0.85
27707,,A,4.66,6.2,6.2,0.89,11.75,11.75,33.4009,392.46,392.46,372.26,372.26,SOUTH CAROLINA,1.0,0.924,0.85
27709,,A,17.04,11.06,11.06,3.37,31.47,31.47,33.4009,1051.13,1051.13,1006.17,1006.17,SOUTH CAROLINA,1.0,0.924,0.85
27712,,A,15.47,11.68,11.68,3.29,30.44,30.44,33.4009,1016.72,1016.72,970.59,970.59,SOUTH CAROLINA,1.0,0.924,0.85
27713,,A,28.0,19.31,19.31,5.2,52.51,52.51,33.4009,1753.88,1753.88,1678.81,1678.81,SOUTH CAROLINA,1.0,0.924,0.85
27715,,A,21.94,14.16,14.16,4.68,40.78,40.78,33.4009,1362.09,1362.09,1302.7,1302.7,SOUTH CAROLINA,1.0,0.924,0.85
27720,,A,12.05,9.83,9.83,2.41,24.29,24.29,33.4009,811.31,811.31,774.28,774.28,SOUTH CAROLINA,1.0,0.924,0.85
27722,,A,12.14,10.22,10.22,2.59,24.95,24.95,33.4009,833.35,833.35,794.43,794.43,SOUTH CAROLINA,1.0,0.924,0.85
27724,,A,18.83,11.18,11.18,3.96,33.97,33.97,33.4009,1134.63,1134.63,1086.41,1086.41,SOUTH CAROLINA,1.0,0.924,0.85
27725,,A,16.97,13.06,13.06,3.61,33.64,33.64,33.4009,1123.61,1123.61,1072.37,1072.37,SOUTH CAROLINA,1.0,0.924,0.85
27726,,A,13.98,9.46,9.46,2.76,26.2,26.2,33.4009,875.1,875.1,837.26,837.26,SOUTH CAROLINA,1.0,0.924,0.85
27727,,A,14.47,11.15,11.15,3.06,28.68,28.68,33.4009,957.94,957.94,914.3,914.3,SOUTH CAROLINA,1.0,0.924,0.85
27730,,A,7.51,7.68,7.68,1.61,16.8,16.8,33.4009,561.14,561.14,533.57,533.57,SOUTH CAROLINA,1.0,0.924,0.85
27732,,A,5.32,6.77,6.77,1.14,13.23,13.23,33.4009,441.89,441.89,419.0,419.0,SOUTH CAROLINA,1.0,0.924,0.85
27734,,A,8.61,8.19,8.19,1.83,18.63,18.63,33.4009,622.26,622.26,592.3,592.3,SOUTH CAROLINA,1.0,0.924,0.85
27740,,A,9.37,8.62,8.62,1.99,19.98,19.98,33.4009,667.35,667.35,635.5,635.5,SOUTH CAROLINA,1.0,0.924,0.85
27742,,A,10.36,9.31,9.31,2.2,21.87,21.87,33.4009,730.48,730.48,695.82,695.82,SOUTH CAROLINA,1.0,0.924,0.85
27745,,A,10.23,8.18,8.18,1.91,20.32,20.32,33.4009,678.71,678.71,648.37,648.37,SOUTH CAROLINA,1.0,0.924,0.85
27750,,A,3.29,7.87,6.02,0.68,11.84,9.99,33.4009,395.47,333.67,372.08,314.99,SOUTH CAROLINA,1.0,0.924,0.85
27752,,A,6.11,10.76,7.54,1.34,18.21,14.99,33.4009,608.23,500.68,574.2,474.83,SOUTH CAROLINA,1.0,0.924,0.85
27756,,A,7.26,8.11,8.11,1.53,16.9,16.9,33.4009,564.48,564.48,536.22,536.22,SOUTH CAROLINA,1.0,0.924,0.85
27758,,A,12.23,10.15,10.15,2.57,24.95,24.95,33.4009,833.35,833.35,794.71,794.71,SOUTH CAROLINA,1.0,0.924,0.85
27759,,A,14.09,10.43,10.43,2.97,27.49,27.49,33.4009,918.19,918.19,876.83,876.83,SOUTH CAROLINA,1.0,0.924,0.85
27760,,A,3.13,7.55,5.85,0.59,11.27,9.57,33.4009,376.43,319.65,354.31,301.84,SOUTH CAROLINA,1.0,0.924,0.85
27762,,A,5.33,11.1,8.15,1.21,17.64,14.69,33.4009,589.19,490.66,554.95,463.91,SOUTH CAROLINA,1.0,0.924,0.85
27766,,A,7.69,8.18,8.18,1.49,17.36,17.36,33.4009,579.84,579.84,551.61,551.61,SOUTH CAROLINA,1.0,0.924,0.85
27767,,A,2.57,6.58,5.95,0.48,9.63,9.0,33.4009,321.65,300.61,302.54,283.1,SOUTH CAROLINA,1.0,0.924,0.85
27768,,A,5.01,7.16,7.16,1.07,13.24,13.24,33.4009,442.23,442.23,418.69,418.69,SOUTH CAROLINA,1.0,0.924,0.85
27769,,A,9.89,8.37,8.37,1.97,20.23,20.23,33.4009,675.7,675.7,644.58,644.58,SOUTH CAROLINA,1.0,0.924,0.85
27780,,A,2.76,7.26,5.6,0.56,10.58,8.92,33.4009,353.38,297.94,332.15,280.91,SOUTH CAROLINA,1.0,0.924,0.85
27781,,A,4.48,9.28,6.8,0.93,14.69,12.21,33.4009,490.66,407.82,462.44,385.9,SOUTH CAROLINA,1.0,0.924,0.85
