hcpcs_code,modifier,status_code,work_rvu,non_facility_pe_rvu,facility_pe_rvu,malpractice_rvu,total_non_facility,total_facility,conversion_factor,rate_non_facility,rate_facility
27041,,A,9.93,7.67,7.67,2.01,19.61,19.61,33.4009,654.99,654.99
27043,,A,6.71,5.23,5.23,1.65,13.59,13.59,33.4009,453.92,453.92
27045,,A,10.85,7.43,7.43,2.43,20.71,20.71,33.4009,691.73,691.73
27047,,A,4.82,10.06,4.58,1.13,16.01,10.53,33.4009,534.75,351.71
27048,,A,8.63,6.93,6.93,2.01,17.57,17.57,33.4009,586.85,586.85
27049,,A,21.01,13.2,13.2,4.47,38.68,38.68,33.4009,1291.95,1291.95
27050,,A,4.62,6.35,6.35,1.0,11.97,11.97,33.4009,399.81,399.81
27052,,A,7.23,7.9,7.9,1.53,16.66,16.66,33.4009,556.46,556.46
27054,,A,8.98,8.61,8.61,1.91,19.5,19.5,33.4009,651.32,651.32
27057,,A,14.54,9.94,9.94,3.09,27.57,27.57,33.4009,920.86,920.86
27059,,A,28.62,14.36,14.36,6.23,49.21,49.21,33.4009,1643.66,1643.66
27060,,A,5.72,6.55,6.55,1.22,13.49,13.49,33.4009,450.58,450.58
27062,,A,5.61,6.23,6.23,1.12,12.96,12.96,33.4009,432.88,432.88
27065,,A,6.39,7.48,7.48,1.35,15.22,15.22,33.4009,508.36,508.36
27066,,A,10.92,9.53,9.53,2.26,22.71,22.71,33.4009,758.53,758.53
27067,,A,14.35,11.26,11.26,3.05,28.66,28.66,33.4009,957.27,957.27
27070,,A,11.27,11.21,11.21,2.25,24.73,24.73,33.4009,826.0,826.0
27071,,A,12.08,12.8,12.8,2.55,27.43,27.43,33.4009,916.19,916.19
27075,,A,31.89,16.96,16.96,6.79,55.64,55.64,33.4009,1858.43,1858.43
27076,,A,39.2,19.29,19.29,8.36,66.85,66.85,33.4009,2232.85,2232.85
27077,,A,44.08,20.85,20.85,9.41,74.34,74.34,33.4009,2483.02,2483.02
27078,,A,31.4,16.81,16.81,6.69,54.9,54.9,33.4009,1833.71,1833.71
27080,,A,6.72,6.58,6.58,1.69,14.99,14.99,33.4009,500.68,500.68
27086,,A,1.87,7.9,2.74,0.4,10.17,5.01,33.4009,339.69,167.34
27087,,A,8.61,7.26,7.26,1.99,17.86,17.86,33.4009,596.54,596.54
27090,,A,11.4,9.36,9.36,2.39,23.15,23.15,33.4009,773.23,773.23
27091,,A,23.74,14.26,14.26,5.03,43.03,43.03,33.4009,1437.24,1437.24
27093,,A,1.27,5.54,0.31,0.15,6.96,1.73,33.4009,232.47,57.78
27095,,A,1.46,8.07,0.41,0.22,9.75,2.09,33.4009,325.66,69.81
27096,,A,1.44,3.68,0.63,0.14,5.26,2.21,33.4009,175.69,73.82
27097,,A,9.04,8.32,8.32,1.92,19.28,19.28,33.4009,643.97,643.97
27098,,A,9.09,8.68,8.68,1.93,19.7,19.7,33.4009,658.0,658.0
27100,,A,11.07,9.87,9.87,2.36,23.3,23.3,33.4009,778.24,778.24
27105,,A,11.74,10.09,10.09,2.5,24.33,24.33,33.4009,812.64,812.64
27110,,A,13.43,10.63,10.63,2.86,26.92,26.92,33.4009,899.15,899.15
27111,,A,12.29,10.27,10.27,2.61,25.17,25.17,33.4009,840.7,840.7
27120,,A,18.77,12.65,12.65,3.99,35.41,35.41,33.4009,1182.73,1182.73
27122,,A,15.69,11.24,11.24,3.33,30.26,30.26,33.4009,1010.71,1010.71
27125,,A,16.22,11.36,11.36,3.43,31.01,31.01,33.4009,1035.76,1035.76
27130,,A,19.11,11.63,11.63,4.05,34.79,34.79,33.4009,1162.02,1162.02
27132,,A,25.05,14.67,14.67,5.31,45.03,45.03,33.4009,1504.04,1504.04
27134,,A,29.52,14.96,14.96,6.28,50.76,50.76,33.4009,1695.43,1695.43
27137,,A,22.13,12.61,12.61,4.71,39.45,39.45,33.4009,1317.67,1317.67
27138,,A,23.11,12.92,12.92,4.9,40.93,40.93,33.4009,1367.1,1367.1
27140,,A,12.46,9.75,9.75,2.65,24.86,24.86,33.4009,830.35,830.35
27146,,A,18.45,12.62,12.62,3.93,35.0,35.0,33.4009,1169.03,1169.03
27147,,A,21.52,13.6,13.6,4.58,39.7,39.7,33.4009,1326.02,1326.02
27151,,A,23.52,14.24,14.24,5.01,42.77,42.77,33.4009,1428.56,1428.56
27156,,A,25.57,14.89,14.89,5.45,45.91,45.91,33.4009,1533.44,1533.44
27158,,A,20.51,13.08,13.08,4.36,37.95,37.95,33.4009,1267.56,1267.56
27161,,A,17.44,12.25,12.25,3.71,33.4,33.4,33.4009,1115.59,1115.59
27165,,A,19.78,13.72,13.72,4.21,37.71,37.71,33.4009,1259.55,1259.55
27170,,A,17.17,11.07,11.07,3.65,31.89,31.89,33.4009,1065.15,1065.15
27175,,A,9.15,7.49,7.49,1.95,18.59,18.59,33.4009,620.92,620.92
27176,,A,12.6,10.37,10.37,2.68,25.65,25.65,33.4009,856.73,856.73
27177,,A,15.69,11.7,11.7,3.34,30.73,30.73,33.4009,1026.41,1026.41
27178,,A,12.6,10.37,10.37,2.68,25.65,25.65,33.4009,856.73,856.73
27179,,A,13.62,10.53,10.53,2.91,27.06,27.06,33.4009,903.83,903.83
27181,,A,15.78,11.78,11.78,3.35,30.91,30.91,33.4009,1032.42,1032.42
27185,,A,9.55,8.68,8.68,2.04,20.27,20.27,33.4009,677.04,677.04
27187,,A,13.87,10.73,10.73,2.94,27.54,27.54,33.4009,919.86,919.86
27197,,A,1.49,1.91,1.91,0.3,3.7,3.7,33.4009,123.58,123.58
27198,,A,4.63,2.89,2.89,0.99,8.51,8.51,33.4009,284.24,284.24
27200,,A,1.87,4.12,3.75,0.39,6.38,6.01,33.4009,213.1,200.74
27202,,A,7.13,6.24,6.24,1.5,14.87,14.87,33.4009,496.67,496.67
27220,,A,5.36,7.0,5.19,1.14,13.5,11.69,33.4009,450.91,390.46
27222,,A,13.76,10.68,10.68,2.97,27.41,27.41,33.4009,915.52,915.52
27226,,A,15.18,10.54,10.54,3.24,28.96,28.96,33.4009,967.29,967.29
27227,,A,24.77,14.56,14.56,5.26,44.59,44.59,33.4009,1489.35,1489.35
27228,,A,28.6,15.76,15.76,6.11,50.47,50.47,33.4009,1685.74,1685.74
27230,,A,5.66,9.18,7.28,1.22,16.06,14.16,33.4009,536.42,472.96
27232,,A,11.43,6.92,6.92,2.51,20.86,20.86,33.4009,696.74,696.74
27235,,A,12.68,9.72,9.72,2.64,25.04,25.04,33.4009,836.36,836.36
27236,,A,17.17,11.85,11.85,3.61,32.63,32.63,33.4009,1089.87,1089.87
27238,,A,5.61,6.88,6.88,1.21,13.7,13.7,33.4009,457.59,457.59
27240,,A,13.46,10.5,10.5,2.93,26.89,26.89,33.4009,898.15,898.15
27244,,A,17.73,12.09,12.09,3.75,33.57,33.57,33.4009,1121.27,1121.27
27245,,A,17.73,12.04,12.04,3.71,33.48,33.48,33.4009,1118.26,1118.26
27246,,A,4.71,7.09,5.58,1.01,12.81,11.3,33.4009,427.87,377.43
27248,,A,10.51,7.81,7.81,2.21,20.53,20.53,33.4009,685.72,685.72
27250,,A,3.72,0.61,0.61,0.9,5.23,5.23,33.4009,174.69,174.69
27252,,A,10.75,8.4,8.4,2.36,21.51,21.51,33.4009,718.45,718.45
27253,,A,13.24,9.97,9.97,2.83,26.04,26.04,33.4009,869.76,869.76
27254,,A,18.47,12.24,12.24,3.93,34.64,34.64,33.4009,1157.01,1157.01
27256,,A,4.17,6.87,2.62,1.05,12.09,7.84,33.4009,403.82,261.86
27257,,A,5.25,3.5,3.5,1.12,9.87,9.87,33.4009,329.67,329.67
27258,,A,15.78,11.38,11.38,3.35,30.51,30.51,33.4009,1019.06,1019.06
27259,,A,22.68,14.42,14.42,4.83,41.93,41.93,33.4009,1400.5,1400.5
27265,,A,5.11,8.43,8.43,1.23,14.77,14.77,33.4009,493.33,493.33
27266,,A,7.59,7.49,7.49,1.62,16.7,16.7,33.4009,557.8,557.8
27267,,A,5.36,6.43,6.43,1.12,12.91,12.91,33.4009,431.21,431.21
27268,,A,6.94,7.05,7.05,1.47,15.46,15.46,33.4009,516.38,516.38
27269,,A,18.42,11.26,11.26,3.89,33.57,33.57,33.4009,1121.27,1121.27
27275,,A,2.26,2.63,2.63,0.46,5.35,5.35,33.4009,178.69,178.69
27278,,A,7.66,403.3,4.64,0.85,411.81,13.15,33.4009,13754.82,439.22
27279,,A,11.83,8.26,8.26,2.62,22.71,22.71,33.4009,758.53,758.53
27280,,A,19.5,12.89,12.89,6.04,38.43,38.43,33.4009,1283.6,1283.6
27282,,A,11.55,10.03,10.03,2.47,24.05,24.05,33.4009,803.29,803.29
27284,,A,24.43,13.38,13.38,5.19,43.0,43.0,33.4009,1436.24,1436.24
27286,,A,24.54,14.57,14.57,5.22,44.33,44.33,33.4009,1480.66,1480.66
27290,,A,23.94,14.88,14.88,5.09,43.91,43.91,33.4009,1466.63,1466.63
27295,,A,19.17,10.93,10.93,4.24,34.34,34.34,33.4009,1146.99,1146.99
27301,,A,6.61,13.51,6.47,1.44,21.56,14.52,33.4009,720.12,484.98
27303,,A,8.41,7.93,7.93,1.74,18.08,18.08,33.4009,603.89,603.89
27305,,A,6.03,6.62,6.62,1.25,13.9,13.9,33.4009,464.27,464.27
27306,,A,4.62,4.64,4.64,0.47,9.73,9.73,33.4009,324.99,324.99
27307,,A,5.91,4.78,4.78,0.57,11.26,11.26,33.4009,376.09,376.09
27310,,A,9.75,8.83,8.83,2.05,20.63,20.63,33.4009,689.06,689.06
27323,,A,2.27,5.66,2.15,0.3,8.23,4.72,33.4009,274.89,157.65
27324,,A,4.91,6.01,6.01,1.13,12.05,12.05,33.4009,402.48,402.48
27325,,A,7.02,7.68,7.68,1.48,16.18,16.18,33.4009,540.43,540.43
27326,,A,6.31,7.46,7.46,1.33,15.1,15.1,33.4009,504.35,504.35
27327,,A,3.86,11.42,4.52,0.87,16.15,9.25,33.4009,539.42,308.96
